LED Item #,M415LP1,,,M415L4,,,M430L5,,,M450LP2,,,M455L4,,,M470L5,,,M490L4,,,M505L4,,,M530L4,,,MINTL5,,,M565L3,,,M590L4,,,M595L4,,,M617L3,,,M625L4,,,M660L4,,,M680L4,,,M700L4,,,M730L5,
Min Output Power (mW),1640,,,1310,,,529.2,,,2118.1,,,1150,,,809,,,205,,,400,,,370,,,650,,,880,,,230,,,820,,,600,,,700,,,940,,,180,,,80,,,540,
Scaling Constant,1.01E+02,,,8.09E+01,,,2.48E+01,,,9.19E+01,,,5.06E+01,,,2.63E+01,,,6.66E+00,,,9.67E+00,,,8.95E+00,,,4.83E+00,,,7.89E+00,,,1.17E+01,,,9.82E+00,,,3.25E+01,,,2.99E+01,,,3.68E+01,,,6.83E+00,,,3.30E+00,,,1.22E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,209.26186,0.00E+00,,209.38,0.00E+00,,205.6689924,0.00E+00,,209.05,0.00E+00,,209.4,0.00E+00,,209.4,0.00E+00,,209.3800035,0.00E+00,,209.38,0.00E+00,,209.38,1.73E-04,,396,5.80E-04,,209.2618587,0.00E+00,,209.4,0.00E+00,,209.3800049,1.73E-03,,325.1542,3.25E-04,,209.38,1.13E-02,,209.26186,0.00E+00,,209.3800035,0.00E+00,,209.3800035,0.00E+00,,209.4,0.00E+00
,209.46418,0.00E+00,,209.5835,0.00E+00,,205.8772967,0.00E+00,,209.25,0.00E+00,,209.6,0.00E+00,,209.6,0.00E+00,,209.5835,0.00E+00,,209.5835,0.00E+00,,209.5835,0.00E+00,,397,2.64E-03,,209.464176,0.00E+00,,209.6,0.00E+00,,209.5834961,-3.71E-04,,325.26317,3.16E-04,,209.5835,0.00E+00,,209.46418,0.00E+00,,209.5835,0.00E+00,,209.5835,0.00E+00,,209.6,0.00E+00
,209.66651,0.00E+00,,209.78701,0.00E+00,,206.0856121,0.00E+00,,209.46,0.00E+00,,209.8,0.00E+00,,209.8,0.00E+00,,209.7870135,0.00E+00,,209.78701,0.00E+00,,209.78702,1.55E-04,,398,4.70E-03,,209.6665118,0.00E+00,,209.8,0.00E+00,,209.7870178,8.46E-03,,325.37215,2.44E-04,,209.78702,8.86E-03,,209.66651,0.00E+00,,209.7870135,0.00E+00,,209.7870135,0.00E+00,,209.8,0.00E+00
,209.86887,0.00E+00,,209.99054,0.00E+00,,206.2939386,0.00E+00,,209.66,0.00E+00,,210.0,0.00E+00,,210.0,0.00E+00,,209.9905439,0.00E+00,,209.99054,0.00E+00,,209.99054,0.00E+00,,399,6.76E-03,,209.8688662,0.00E+00,,210.0,0.00E+00,,209.9905396,2.68E-03,,325.48113,2.34E-04,,209.99054,0.00E+00,,209.86887,0.00E+00,,209.9905439,0.00E+00,,209.9905439,0.00E+00,,210.0,0.00E+00
,210.07124,0.00E+00,,210.19409,0.00E+00,,206.5022762,0.00E+00,,209.86,0.00E+00,,210.2,0.00E+00,,210.2,0.00E+00,,210.1940914,0.00E+00,,210.19409,0.00E+00,,210.19409,1.69E-04,,400,8.82E-03,,210.0712393,0.00E+00,,210.2,0.00E+00,,210.1940918,6.36E-03,,325.59012,2.15E-04,,210.19409,1.21E-02,,210.07124,0.00E+00,,210.1940914,0.00E+00,,210.1940914,0.00E+00,,210.2,0.00E+00
,210.27363,0.00E+00,,210.39766,0.00E+00,,206.7106249,0.00E+00,,210.06,0.00E+00,,210.4,0.00E+00,,210.4,0.00E+00,,210.3976558,0.00E+00,,210.39766,0.00E+00,,210.39766,0.00E+00,,401,1.36E-02,,210.273631,0.00E+00,,210.4,0.00E+00,,210.3976593,-8.59E-05,,325.69912,2.01E-04,,210.39766,0.00E+00,,210.27363,0.00E+00,,210.3976558,0.00E+00,,210.3976558,0.00E+00,,210.4,0.00E+00
,210.47604,0.00E+00,,210.60124,0.00E+00,,206.9189847,0.00E+00,,210.27,0.00E+00,,210.6,0.00E+00,,210.6,0.00E+00,,210.6012371,0.00E+00,,210.60124,0.00E+00,,210.60124,1.93E-04,,402,1.84E-02,,210.4760412,0.00E+00,,210.6,0.00E+00,,210.6012421,9.13E-03,,325.80812,2.10E-04,,210.60124,1.26E-02,,210.47604,0.00E+00,,210.6012371,0.00E+00,,210.6012371,0.00E+00,,210.6,0.00E+00
,210.67847,0.00E+00,,210.80484,0.00E+00,,207.1273556,0.00E+00,,210.47,0.00E+00,,210.8,0.00E+00,,210.8,0.00E+00,,210.8048354,0.00E+00,,210.80484,0.00E+00,,210.80484,0.00E+00,,403,2.32E-02,,210.6784701,0.00E+00,,210.8,0.00E+00,,210.8048401,3.17E-04,,325.91713,2.32E-04,,210.80484,0.00E+00,,210.67847,0.00E+00,,210.8048354,0.00E+00,,210.8048354,0.00E+00,,210.8,0.00E+00
,210.88092,0.00E+00,,211.00845,0.00E+00,,207.3357375,0.00E+00,,210.67,0.00E+00,,211.0,0.00E+00,,211.0,0.00E+00,,211.0084507,0.00E+00,,211.00845,0.00E+00,,211.00845,2.01E-04,,404,3.07E-02,,210.8809175,0.00E+00,,211.0,0.00E+00,,211.0084534,4.52E-03,,326.02614,2.79E-04,,211.00845,1.68E-02,,210.88092,0.00E+00,,211.0084507,0.00E+00,,211.0084507,0.00E+00,,211.0,0.00E+00
,211.08338,0.00E+00,,211.21208,0.00E+00,,207.5441306,0.00E+00,,210.87,0.00E+00,,211.2,0.00E+00,,211.2,0.00E+00,,211.212083,0.00E+00,,211.21208,0.00E+00,,211.21208,0.00E+00,,405,4.50E-02,,211.0833836,0.00E+00,,211.2,0.00E+00,,211.2120819,-1.80E-03,,326.13517,3.39E-04,,211.21208,0.00E+00,,211.08338,0.00E+00,,211.212083,0.00E+00,,211.212083,0.00E+00,,211.2,0.00E+00
,211.28587,0.00E+00,,211.41573,0.00E+00,,207.7525347,0.00E+00,,211.07,0.00E+00,,211.4,0.00E+00,,211.4,0.00E+00,,211.4157322,0.00E+00,,211.41573,0.00E+00,,211.41573,1.12E-04,,406,5.93E-02,,211.2858682,0.00E+00,,211.4,0.00E+00,,211.4157257,4.29E-04,,326.24419,3.27E-04,,211.41573,1.07E-02,,211.28587,0.00E+00,,211.4157322,0.00E+00,,211.4157322,0.00E+00,,211.4,0.00E+00
,211.48837,0.00E+00,,211.6194,0.00E+00,,207.96095,0.00E+00,,211.28,0.00E+00,,211.6,0.00E+00,,211.6,0.00E+00,,211.6193983,0.00E+00,,211.6194,0.00E+00,,211.6194,0.00E+00,,407,7.36E-02,,211.4883714,0.00E+00,,211.6,0.00E+00,,211.6194,-4.79E-03,,326.35323,3.15E-04,,211.6194,0.00E+00,,211.48837,0.00E+00,,211.6193983,0.00E+00,,211.6193983,0.00E+00,,211.6,0.00E+00
,211.69089,0.00E+00,,211.82308,0.00E+00,,208.1693763,0.00E+00,,211.48,0.00E+00,,211.8,0.00E+00,,211.8,0.00E+00,,211.8230814,0.00E+00,,211.82308,0.00E+00,,211.82307,7.77E-05,,408,8.79E-02,,211.6908932,0.00E+00,,211.8,0.00E+00,,211.8230743,3.90E-03,,326.46227,3.07E-04,,211.82307,5.27E-03,,211.69089,0.00E+00,,211.8230814,0.00E+00,,211.8230814,0.00E+00,,211.8,0.00E+00
,211.89343,0.00E+00,,212.02678,0.00E+00,,208.3778137,0.00E+00,,211.68,0.00E+00,,212.0,0.00E+00,,212.0,0.00E+00,,212.0267815,0.00E+00,,212.02678,0.00E+00,,212.02678,2.15E-06,,409,1.02E-01,,211.8934336,0.00E+00,,212.0,0.00E+00,,212.0267792,1.92E-03,,326.57131,3.58E-04,,212.02678,0.00E+00,,211.89343,0.00E+00,,212.0267815,0.00E+00,,212.0267815,0.00E+00,,212.0,0.00E+00
,212.09599,0.00E+00,,212.2305,0.00E+00,,208.5862622,0.00E+00,,211.88,0.00E+00,,212.2,0.00E+00,,212.2,0.00E+00,,212.2304985,0.00E+00,,212.2305,0.00E+00,,212.2305,8.58E-05,,410,1.17E-01,,212.0959925,0.00E+00,,212.2,0.00E+00,,212.2304993,9.33E-03,,326.68037,3.64E-04,,212.2305,9.04E-03,,212.09599,0.00E+00,,212.2304985,0.00E+00,,212.2304985,0.00E+00,,212.2,0.00E+00
,212.29857,0.00E+00,,212.43423,0.00E+00,,208.7947218,0.00E+00,,212.09,0.00E+00,,212.4,0.00E+00,,212.4,0.00E+00,,212.4342324,0.00E+00,,212.43423,0.00E+00,,212.43423,0.00E+00,,411,1.39E-01,,212.29857,0.00E+00,,212.4,0.00E+00,,212.4342346,6.47E-05,,326.78942,3.73E-04,,212.43423,0.00E+00,,212.29857,0.00E+00,,212.4342324,0.00E+00,,212.4342324,0.00E+00,,212.4,0.00E+00
,212.50117,0.00E+00,,212.63798,0.00E+00,,209.0031924,0.00E+00,,212.29,0.00E+00,,212.6,0.00E+00,,212.6,0.00E+00,,212.6379833,0.00E+00,,212.63798,0.00E+00,,212.63799,9.11E-05,,412,1.60E-01,,212.501166,0.00E+00,,212.6,0.00E+00,,212.6379852,1.07E-02,,326.89849,3.65E-04,,212.63799,1.35E-02,,212.50117,0.00E+00,,212.6379833,0.00E+00,,212.6379833,0.00E+00,,212.6,0.00E+00
,212.70378,0.00E+00,,212.84175,0.00E+00,,209.2116742,0.00E+00,,212.49,0.00E+00,,212.8,0.00E+00,,212.8,0.00E+00,,212.8417511,0.00E+00,,212.84175,0.00E+00,,212.84175,0.00E+00,,413,1.82E-01,,212.7037806,0.00E+00,,212.8,0.00E+00,,212.8417511,-2.94E-03,,327.00756,3.79E-04,,212.84175,0.00E+00,,212.70378,0.00E+00,,212.8417511,0.00E+00,,212.8417511,0.00E+00,,212.8,0.00E+00
,212.90641,0.00E+00,,213.04554,0.00E+00,,209.420167,0.00E+00,,212.69,0.00E+00,,213.0,0.00E+00,,213.0,0.00E+00,,213.0455358,0.00E+00,,213.04554,0.00E+00,,213.04553,5.15E-05,,414,2.02E-01,,212.9064138,0.00E+00,,213.0,0.00E+00,,213.0455322,8.05E-03,,327.11664,3.36E-04,,213.04553,1.47E-03,,212.90641,0.00E+00,,213.0455358,0.00E+00,,213.0455358,0.00E+00,,213.0,0.00E+00
,213.10907,0.00E+00,,213.24934,0.00E+00,,209.6286709,0.00E+00,,212.9,0.00E+00,,213.2,0.00E+00,,213.2,0.00E+00,,213.2493374,0.00E+00,,213.24934,0.00E+00,,213.24934,0.00E+00,,415,2.21E-01,,213.1090655,0.00E+00,,213.2,0.00E+00,,213.2493439,-4.77E-03,,327.22572,3.48E-04,,213.24934,0.00E+00,,213.10907,0.00E+00,,213.2493374,0.00E+00,,213.2493374,0.00E+00,,213.2,0.00E+00
,213.31174,0.00E+00,,213.45316,0.00E+00,,209.8371859,0.00E+00,,213.1,0.00E+00,,213.5,0.00E+00,,213.5,0.00E+00,,213.453156,0.00E+00,,213.45316,0.00E+00,,213.45316,2.38E-04,,416,2.40E-01,,213.3117358,0.00E+00,,213.5,0.00E+00,,213.4531555,4.81E-03,,327.33481,2.85E-04,,213.45316,9.76E-03,,213.31174,0.00E+00,,213.453156,0.00E+00,,213.453156,0.00E+00,,213.5,0.00E+00
,213.51442,0.00E+00,,213.65699,0.00E+00,,210.045712,0.00E+00,,213.3,0.00E+00,,213.7,0.00E+00,,213.7,0.00E+00,,213.6569915,0.00E+00,,213.65699,0.00E+00,,213.657,0.00E+00,,417,2.59E-01,,213.5144246,0.00E+00,,213.7,0.00E+00,,213.6569977,7.50E-04,,327.4439,2.94E-04,,213.657,0.00E+00,,213.51442,0.00E+00,,213.6569915,0.00E+00,,213.6569915,0.00E+00,,213.7,0.00E+00
,213.71713,0.00E+00,,213.86084,0.00E+00,,210.2542492,0.00E+00,,213.51,0.00E+00,,213.9,0.00E+00,,213.9,0.00E+00,,213.8608439,0.00E+00,,213.86084,0.00E+00,,213.86084,5.77E-05,,418,3.19E-01,,213.7171319,0.00E+00,,213.9,0.00E+00,,213.8608398,6.33E-03,,327.553,2.63E-04,,213.86084,6.99E-03,,213.71713,0.00E+00,,213.8608439,0.00E+00,,213.8608439,0.00E+00,,213.9,0.00E+00
,213.91986,0.00E+00,,214.06471,0.00E+00,,210.4627974,0.00E+00,,213.71,0.00E+00,,214.1,0.00E+00,,214.1,0.00E+00,,214.0647133,0.00E+00,,214.06471,0.00E+00,,214.06471,0.00E+00,,419,3.75E-01,,213.9198578,0.00E+00,,214.1,0.00E+00,,214.0647125,-4.39E-03,,327.66211,3.25E-04,,214.06471,0.00E+00,,213.91986,0.00E+00,,214.0647133,0.00E+00,,214.0647133,0.00E+00,,214.1,0.00E+00
,214.1226,0.00E+00,,214.2686,0.00E+00,,210.6713567,0.00E+00,,213.91,0.00E+00,,214.3,0.00E+00,,214.3,0.00E+00,,214.2685995,0.00E+00,,214.2686,0.00E+00,,214.2686,1.44E-04,,420,4.04E-01,,214.1226022,0.00E+00,,214.3,0.00E+00,,214.2686005,1.62E-03,,327.77122,2.97E-04,,214.2686,8.14E-03,,214.1226,0.00E+00,,214.2685995,0.00E+00,,214.2685995,0.00E+00,,214.3,0.00E+00
,214.32537,0.00E+00,,214.4725,0.00E+00,,210.8799271,0.00E+00,,214.11,0.00E+00,,214.5,0.00E+00,,214.5,0.00E+00,,214.4725026,0.00E+00,,214.4725,0.00E+00,,214.4725,0.00E+00,,421,4.32E-01,,214.3253651,0.00E+00,,214.5,0.00E+00,,214.4725037,5.27E-04,,327.88034,3.16E-04,,214.4725,0.00E+00,,214.32537,0.00E+00,,214.4725026,0.00E+00,,214.4725026,0.00E+00,,214.5,0.00E+00
,214.52815,0.00E+00,,214.67642,0.00E+00,,211.0885086,0.00E+00,,214.32,0.00E+00,,214.7,0.00E+00,,214.7,0.00E+00,,214.6764227,0.00E+00,,214.67642,0.00E+00,,214.67642,8.92E-05,,422,4.61E-01,,214.5281465,0.00E+00,,214.7,0.00E+00,,214.6764221,7.22E-03,,327.98947,2.91E-04,,214.67642,8.48E-03,,214.52815,0.00E+00,,214.6764227,0.00E+00,,214.6764227,0.00E+00,,214.7,0.00E+00
,214.73095,0.00E+00,,214.88036,0.00E+00,,211.2971011,0.00E+00,,214.52,0.00E+00,,214.9,0.00E+00,,214.9,0.00E+00,,214.8803596,0.00E+00,,214.88036,0.00E+00,,214.88036,0.00E+00,,423,5.26E-01,,214.7309465,0.00E+00,,214.9,0.00E+00,,214.8803558,-3.43E-03,,328.0986,3.17E-04,,214.88036,0.00E+00,,214.73095,0.00E+00,,214.8803596,0.00E+00,,214.8803596,0.00E+00,,214.9,0.00E+00
,214.93376,0.00E+00,,215.08431,0.00E+00,,211.5057047,0.00E+00,,214.72,0.00E+00,,215.1,0.00E+00,,215.1,0.00E+00,,215.0843135,0.00E+00,,215.08431,0.00E+00,,215.08432,8.78E-05,,424,6.05E-01,,214.933765,0.00E+00,,215.1,0.00E+00,,215.0843201,2.81E-03,,328.20774,2.98E-04,,215.08432,6.72E-03,,214.93376,0.00E+00,,215.0843135,0.00E+00,,215.0843135,0.00E+00,,215.1,0.00E+00
,215.1366,0.00E+00,,215.28828,0.00E+00,,211.7143194,0.00E+00,,214.92,0.00E+00,,215.3,0.00E+00,,215.3,0.00E+00,,215.2882842,0.00E+00,,215.28828,0.00E+00,,215.28828,0.00E+00,,425,6.73E-01,,215.136602,0.00E+00,,215.3,0.00E+00,,215.2882843,4.54E-04,,328.31688,3.32E-04,,215.28828,0.00E+00,,215.1366,0.00E+00,,215.2882842,0.00E+00,,215.2882842,0.00E+00,,215.3,0.00E+00
,215.33946,0.00E+00,,215.49227,0.00E+00,,211.9229452,0.00E+00,,215.13,0.00E+00,,215.5,0.00E+00,,215.5,0.00E+00,,215.4922719,0.00E+00,,215.49227,0.00E+00,,215.49228,9.74E-05,,426,7.11E-01,,215.3394574,0.00E+00,,215.5,0.00E+00,,215.4922791,3.30E-03,,328.42603,3.64E-04,,215.49228,7.32E-03,,215.33946,0.00E+00,,215.4922719,0.00E+00,,215.4922719,0.00E+00,,215.5,0.00E+00
,215.54233,0.00E+00,,215.69628,0.00E+00,,212.131582,0.00E+00,,215.33,0.00E+00,,215.7,0.00E+00,,215.7,0.00E+00,,215.6962764,0.00E+00,,215.69628,0.00E+00,,215.69627,0.00E+00,,427,7.63E-01,,215.5423314,0.00E+00,,215.7,0.00E+00,,215.6962738,-6.55E-03,,328.53519,3.91E-04,,215.69627,0.00E+00,,215.54233,0.00E+00,,215.6962764,0.00E+00,,215.6962764,0.00E+00,,215.7,0.00E+00
,215.74522,0.00E+00,,215.9003,0.00E+00,,212.3402299,0.00E+00,,215.53,0.00E+00,,215.9,0.00E+00,,215.9,0.00E+00,,215.9002978,0.00E+00,,215.9003,0.00E+00,,215.9003,5.70E-05,,428,8.05E-01,,215.7452239,0.00E+00,,215.9,0.00E+00,,215.9002991,1.29E-03,,328.64435,3.69E-04,,215.9003,6.48E-03,,215.74522,0.00E+00,,215.9002978,0.00E+00,,215.9002978,0.00E+00,,215.9,0.00E+00
,215.94813,0.00E+00,,216.10434,0.00E+00,,212.5488889,0.00E+00,,215.73,0.00E+00,,216.1,0.00E+00,,216.1,0.00E+00,,216.1043361,0.00E+00,,216.10434,0.00E+00,,216.10434,0.00E+00,,429,8.53E-01,,215.9481349,0.00E+00,,216.1,0.00E+00,,216.1043396,-1.94E-03,,328.75352,3.53E-04,,216.10434,0.00E+00,,215.94813,0.00E+00,,216.1043361,0.00E+00,,216.1043361,0.00E+00,,216.1,0.00E+00
,216.15106,0.00E+00,,216.30839,0.00E+00,,212.757559,0.00E+00,,215.94,0.00E+00,,216.3,0.00E+00,,216.3,0.00E+00,,216.3083912,0.00E+00,,216.30839,0.00E+00,,216.3084,1.04E-04,,430,9.10E-01,,216.1510644,0.00E+00,,216.3,0.00E+00,,216.3083954,7.84E-03,,328.8627,3.41E-04,,216.3084,1.47E-02,,216.15106,0.00E+00,,216.3083912,0.00E+00,,216.3083912,0.00E+00,,216.3,0.00E+00
,216.35401,0.00E+00,,216.51246,0.00E+00,,212.9662401,0.00E+00,,216.14,0.00E+00,,216.5,0.00E+00,,216.5,0.00E+00,,216.5124633,0.00E+00,,216.51246,0.00E+00,,216.51247,0.00E+00,,431,9.72E-01,,216.3540123,0.00E+00,,216.5,0.00E+00,,216.5124664,-6.06E-03,,328.97188,3.73E-04,,216.51247,0.00E+00,,216.35401,0.00E+00,,216.5124633,0.00E+00,,216.5124633,0.00E+00,,216.5,0.00E+00
,216.55698,0.00E+00,,216.71655,0.00E+00,,213.1749323,0.00E+00,,216.34,0.00E+00,,216.7,0.00E+00,,216.7,0.00E+00,,216.7165522,0.00E+00,,216.71655,0.00E+00,,216.71655,1.23E-04,,432,1.01E+00,,216.5569788,0.00E+00,,216.7,0.00E+00,,216.7165527,5.26E-03,,329.08106,3.54E-04,,216.71655,8.34E-03,,216.55698,0.00E+00,,216.7165522,0.00E+00,,216.7165522,0.00E+00,,216.7,0.00E+00
,216.75996,0.00E+00,,216.92066,0.00E+00,,213.3836355,0.00E+00,,216.55,0.00E+00,,216.9,0.00E+00,,216.9,0.00E+00,,216.920658,0.00E+00,,216.92066,0.00E+00,,216.92065,0.00E+00,,433,1.07E+00,,216.7599637,0.00E+00,,216.9,0.00E+00,,216.9206543,1.68E-03,,329.19026,3.26E-04,,216.92065,0.00E+00,,216.75996,0.00E+00,,216.920658,0.00E+00,,216.920658,0.00E+00,,216.9,0.00E+00
,216.96297,0.00E+00,,217.12478,0.00E+00,,213.5923499,0.00E+00,,216.75,0.00E+00,,217.1,0.00E+00,,217.1,0.00E+00,,217.1247807,0.00E+00,,217.12478,0.00E+00,,217.12479,1.45E-04,,434,1.12E+00,,216.9629671,0.00E+00,,217.1,0.00E+00,,217.1247864,5.62E-03,,329.29946,2.95E-04,,217.12479,1.13E-02,,216.96297,0.00E+00,,217.1247807,0.00E+00,,217.1247807,0.00E+00,,217.1,0.00E+00
,217.16599,0.00E+00,,217.32892,0.00E+00,,213.8010753,0.00E+00,,216.95,0.00E+00,,217.3,0.00E+00,,217.3,0.00E+00,,217.3289202,0.00E+00,,217.32892,0.00E+00,,217.32892,0.00E+00,,435,1.16E+00,,217.1659889,0.00E+00,,217.3,0.00E+00,,217.3289185,1.71E-03,,329.40866,3.19E-04,,217.32892,0.00E+00,,217.16599,0.00E+00,,217.3289202,0.00E+00,,217.3289202,0.00E+00,,217.3,0.00E+00
,217.36903,0.00E+00,,217.53308,0.00E+00,,214.0098117,0.00E+00,,217.15,0.00E+00,,217.5,0.00E+00,,217.5,0.00E+00,,217.5330766,0.00E+00,,217.53308,0.00E+00,,217.53308,1.25E-04,,436,1.21E+00,,217.3690292,0.00E+00,,217.5,0.00E+00,,217.5330811,1.01E-02,,329.51787,3.47E-04,,217.53308,1.03E-02,,217.36903,0.00E+00,,217.5330766,0.00E+00,,217.5330766,0.00E+00,,217.5,0.00E+00
,217.57209,0.00E+00,,217.73725,0.00E+00,,214.2185592,0.00E+00,,217.36,0.00E+00,,217.7,0.00E+00,,217.7,0.00E+00,,217.7372498,0.00E+00,,217.73725,0.00E+00,,217.73724,0.00E+00,,437,1.24E+00,,217.572088,0.00E+00,,217.7,0.00E+00,,217.7372437,-1.36E-04,,329.62709,3.69E-04,,217.73724,0.00E+00,,217.57209,0.00E+00,,217.7372498,0.00E+00,,217.7372498,0.00E+00,,217.7,0.00E+00
,217.77517,0.00E+00,,217.94144,0.00E+00,,214.4273178,0.00E+00,,217.56,0.00E+00,,217.9,0.00E+00,,217.9,0.00E+00,,217.9414399,0.00E+00,,217.94144,0.00E+00,,217.94144,1.28E-04,,438,1.29E+00,,217.7751653,0.00E+00,,217.9,0.00E+00,,217.9414368,1.05E-02,,329.73631,3.38E-04,,217.94144,7.85E-03,,217.77517,0.00E+00,,217.9414399,0.00E+00,,217.9414399,0.00E+00,,217.9,0.00E+00
,217.97826,0.00E+00,,218.14565,0.00E+00,,214.6360875,0.00E+00,,217.76,0.00E+00,,218.1,0.00E+00,,218.1,0.00E+00,,218.1456469,0.00E+00,,218.14565,0.00E+00,,218.14565,0.00E+00,,439,1.34E+00,,217.978261,0.00E+00,,218.1,0.00E+00,,218.1456451,-4.67E-03,,329.84554,3.34E-04,,218.14565,0.00E+00,,217.97826,0.00E+00,,218.1456469,0.00E+00,,218.1456469,0.00E+00,,218.1,0.00E+00
,218.18138,0.00E+00,,218.34987,0.00E+00,,214.8448682,0.00E+00,,217.97,0.00E+00,,218.3,0.00E+00,,218.3,0.00E+00,,218.3498706,0.00E+00,,218.34987,0.00E+00,,218.34987,9.10E-05,,440,1.39E+00,,218.1813751,0.00E+00,,218.3,0.00E+00,,218.3498688,1.69E-03,,329.95478,3.03E-04,,218.34987,9.15E-03,,218.18138,0.00E+00,,218.3498706,0.00E+00,,218.3498706,0.00E+00,,218.3,0.00E+00
,218.38451,0.00E+00,,218.55411,0.00E+00,,215.05366,0.00E+00,,218.17,0.00E+00,,218.6,0.00E+00,,218.6,0.00E+00,,218.5541113,0.00E+00,,218.55411,0.00E+00,,218.55411,0.00E+00,,441,1.49E+00,,218.3845077,0.00E+00,,218.6,0.00E+00,,218.5541077,-3.43E-03,,330.06402,3.14E-04,,218.55411,0.00E+00,,218.38451,0.00E+00,,218.5541113,0.00E+00,,218.5541113,0.00E+00,,218.6,0.00E+00
,218.58766,0.00E+00,,218.75837,0.00E+00,,215.2624628,0.00E+00,,218.37,0.00E+00,,218.8,0.00E+00,,218.8,0.00E+00,,218.7583688,0.00E+00,,218.75837,0.00E+00,,218.75836,1.45E-04,,442,1.51E+00,,218.5876587,0.00E+00,,218.8,0.00E+00,,218.7583618,1.08E-02,,330.17327,2.98E-04,,218.75836,6.80E-03,,218.58766,0.00E+00,,218.7583688,0.00E+00,,218.7583688,0.00E+00,,218.8,0.00E+00
,218.79083,0.00E+00,,218.96264,0.00E+00,,215.4712767,0.00E+00,,218.58,0.00E+00,,219.0,0.00E+00,,219.0,0.00E+00,,218.9626431,0.00E+00,,218.96264,0.00E+00,,218.96265,0.00E+00,,443,1.62E+00,,218.7908282,0.00E+00,,219.0,0.00E+00,,218.9626465,-4.75E-03,,330.28252,3.28E-04,,218.96265,0.00E+00,,218.79083,0.00E+00,,218.9626431,0.00E+00,,218.9626431,0.00E+00,,219.0,0.00E+00
,218.99402,0.00E+00,,219.16693,0.00E+00,,215.6801016,0.00E+00,,218.78,0.00E+00,,219.2,0.00E+00,,219.2,0.00E+00,,219.1669342,0.00E+00,,219.16693,0.00E+00,,219.16693,1.29E-04,,444,1.68E+00,,218.9940161,0.00E+00,,219.2,0.00E+00,,219.1669312,4.98E-03,,330.39178,3.17E-04,,219.16693,1.09E-02,,218.99402,0.00E+00,,219.1669342,0.00E+00,,219.1669342,0.00E+00,,219.2,0.00E+00
,219.19722,0.00E+00,,219.37124,0.00E+00,,215.8889377,0.00E+00,,218.98,0.00E+00,,219.4,0.00E+00,,219.4,0.00E+00,,219.3712422,0.00E+00,,219.37124,0.00E+00,,219.37125,0.00E+00,,445,1.74E+00,,219.1972224,0.00E+00,,219.4,0.00E+00,,219.3712463,-2.21E-04,,330.50105,3.24E-04,,219.37125,0.00E+00,,219.19722,0.00E+00,,219.3712422,0.00E+00,,219.3712422,0.00E+00,,219.4,0.00E+00
,219.40045,0.00E+00,,219.57557,0.00E+00,,216.0977847,0.00E+00,,219.18,0.00E+00,,219.6,0.00E+00,,219.6,0.00E+00,,219.5755671,0.00E+00,,219.57557,0.00E+00,,219.57556,1.71E-04,,446,1.75E+00,,219.4004472,0.00E+00,,219.6,0.00E+00,,219.5755615,4.38E-03,,330.61032,2.91E-04,,219.57556,1.09E-02,,219.40045,0.00E+00,,219.5755671,0.00E+00,,219.5755671,0.00E+00,,219.6,0.00E+00
,219.60369,0.00E+00,,219.77991,0.00E+00,,216.3066429,0.00E+00,,219.39,0.00E+00,,219.8,0.00E+00,,219.8,0.00E+00,,219.7799087,0.00E+00,,219.77991,0.00E+00,,219.77991,0.00E+00,,447,1.77E+00,,219.6036904,0.00E+00,,219.8,0.00E+00,,219.7799072,3.16E-04,,330.7196,2.97E-04,,219.77991,0.00E+00,,219.60369,0.00E+00,,219.7799087,0.00E+00,,219.7799087,0.00E+00,,219.8,0.00E+00
,219.80695,0.00E+00,,219.98427,0.00E+00,,216.515512,0.00E+00,,219.59,0.00E+00,,220.0,0.00E+00,,220.0,0.00E+00,,219.9842672,0.00E+00,,219.98427,0.00E+00,,219.98427,8.29E-05,,448,1.75E+00,,219.8069519,0.00E+00,,220.0,0.00E+00,,219.9842682,9.46E-03,,330.82889,2.92E-04,,219.98427,5.51E-03,,219.80695,0.00E+00,,219.9842672,0.00E+00,,219.9842672,0.00E+00,,220.0,0.00E+00
