LED Item #,M365L3,,,M365L3,,,M365LP1,,,M375L4,,,M385L2,,,M385L3,,,M385LP1,,,M395L4,,,M395L5,,,M395LP1,,,M405L4,,,M405LP1,
Min Output Power (mW),880,,,880,,,1350,,,1270,,,270,,,1240,,,1650,,,400,,,1130,,,1420,,,1000,,,1200,
Scaling Constant,7.31E+01,,,7.31E+01,,,1.01E+02,,,1.61E+02,,,2.15E+01,,,9.84E+01,,,1.23E+02,,,2.42E+01,,,7.15E+01,,,8.98E+01,,,6.24E+01,,,7.33E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,9.63E+02,4.67E-02,,9.63E+02,4.67E-02,,962.5867148,1.49E-01,,437.67849,0.00E+00,,712.6582,0.00E+00,,962.93219,4.89E-02,,962.5867148,-7.05E-02,,962.58671,7.36E-02,,962.9321899,1.85E-02,,962.9321899,2.33E-02,,952.3878174,0.00E+00,,962.5867148,1.39E-01
,9.63E+02,-6.31E-03,,9.63E+02,-6.31E-03,,962.8289172,7.33E-04,,437.75891,0.00E+00,,712.78517,2.01E-02,,963.17499,3.06E-02,,962.8289172,-4.52E-01,,962.82892,-7.51E-02,,963.1749878,-2.43E-02,,963.1749878,-3.05E-02,,952.628418,0.00E+00,,962.8289172,-2.65E-01
,9.63E+02,1.90E-03,,9.63E+02,1.90E-03,,963.071125,-1.59E-02,,437.83932,0.00E+00,,712.91216,0.00E+00,,963.41779,-3.44E-02,,963.071125,-1.19E-01,,963.07112,5.87E-02,,963.4177856,3.20E-02,,963.4177856,4.02E-02,,952.8690186,0.00E+00,,963.071125,9.30E-02
,9.64E+02,-4.42E-03,,9.64E+02,-4.42E-03,,963.313338,-1.16E-01,,437.91974,0.00E+00,,713.03916,3.44E-02,,963.66058,-1.12E-01,,963.313338,-8.86E-01,,963.31334,-1.19E-01,,963.6605835,-2.04E-02,,963.6605835,-2.56E-02,,953.1096802,0.00E+00,,963.313338,-2.92E-01
,9.64E+02,-1.73E-02,,9.64E+02,-1.73E-02,,963.5555564,4.30E-02,,438.00016,0.00E+00,,713.16617,0.00E+00,,963.90338,2.27E-02,,963.5555564,2.56E-01,,963.55556,5.34E-02,,963.9033813,3.13E-02,,963.9033813,3.93E-02,,953.3502808,0.00E+00,,963.5555564,1.43E-01
,9.64E+02,-8.13E-03,,9.64E+02,-8.13E-03,,963.79778,-3.15E-02,,438.08058,0.00E+00,,713.29319,2.49E-02,,964.14618,-1.12E-01,,963.79778,-3.19E-01,,963.79778,-5.17E-02,,964.1461792,9.34E-03,,964.1461792,1.17E-02,,953.5909424,0.00E+00,,963.79778,-2.73E-01
,9.64E+02,5.77E-02,,9.64E+02,5.77E-02,,964.040009,-5.30E-02,,438.16100,0.00E+00,,713.42022,0.00E+00,,964.38898,-1.06E-02,,964.040009,1.05E-01,,964.04001,-3.09E-02,,964.3889771,8.56E-04,,964.3889771,1.08E-03,,953.831543,0.00E+00,,964.040009,9.96E-02
,9.65E+02,2.64E-02,,9.65E+02,2.64E-02,,964.2822432,-5.18E-02,,438.24142,0.00E+00,,713.54726,3.70E-02,,964.63177,-8.22E-02,,964.2822432,-8.32E-01,,964.28224,-1.12E-01,,964.6317749,-3.73E-02,,964.6317749,-4.69E-02,,954.0722046,0.00E+00,,964.2822432,-2.70E-01
,9.65E+02,1.33E-03,,9.65E+02,1.33E-03,,964.5244827,-2.95E-02,,438.32185,0.00E+00,,713.67432,0.00E+00,,964.87463,2.32E-03,,964.5244827,-1.82E-01,,964.52448,4.65E-02,,964.8746338,5.07E-02,,964.8746338,6.37E-02,,954.3128662,0.00E+00,,964.5244827,1.24E-01
,9.65E+02,-1.61E-02,,9.65E+02,-1.61E-02,,964.7667275,-1.96E-02,,438.40227,0.00E+00,,713.80138,2.88E-02,,965.11743,-1.15E-01,,964.7667275,-6.75E-01,,964.76673,-8.52E-02,,965.1174316,-9.40E-03,,965.1174316,-1.18E-02,,954.5535278,0.00E+00,,964.7667275,-2.73E-01
,9.65E+02,6.53E-02,,9.65E+02,6.53E-02,,965.0089776,-9.52E-03,,438.48270,0.00E+00,,713.92846,0.00E+00,,965.36029,8.39E-03,,965.0089776,5.07E-01,,965.00898,3.24E-02,,965.3602905,-8.34E-03,,965.3602905,-1.05E-02,,954.7942505,0.00E+00,,965.0089776,1.05E-01
,9.66E+02,-4.12E-02,,9.66E+02,-4.12E-02,,965.2512329,-2.18E-02,,438.56313,0.00E+00,,714.05555,7.08E-03,,965.60315,-9.60E-02,,965.2512329,-4.66E-01,,965.25123,-1.18E-01,,965.6031494,-1.15E-02,,965.6031494,-1.45E-02,,955.0349121,0.00E+00,,965.2512329,-3.08E-01
,9.66E+02,4.67E-04,,9.66E+02,4.67E-04,,965.4934935,-3.32E-02,,438.64356,0.00E+00,,714.18265,0.00E+00,,965.84601,-1.33E-02,,965.4934935,9.65E-02,,965.49349,6.99E-02,,965.8460083,3.52E-02,,965.8460083,4.42E-02,,955.2755737,0.00E+00,,965.4934935,1.55E-01
,9.66E+02,-2.05E-02,,9.66E+02,-2.05E-02,,965.7357593,-1.22E-01,,438.72399,0.00E+00,,714.30976,3.95E-02,,966.08887,-6.19E-02,,965.7357593,-7.38E-01,,965.73576,-1.77E-01,,966.0888672,1.04E-02,,966.0888672,1.31E-02,,955.5162964,0.00E+00,,965.7357593,-2.95E-01
,9.66E+02,7.67E-02,,9.66E+02,7.67E-02,,965.9780305,1.18E-02,,438.80442,0.00E+00,,714.43688,0.00E+00,,966.33173,8.12E-02,,965.9780305,-8.84E-02,,965.97803,3.58E-02,,966.3317261,6.98E-02,,966.3317261,8.77E-02,,955.757019,0.00E+00,,965.9780305,1.37E-01
,9.67E+02,-6.33E-02,,9.67E+02,-6.33E-02,,966.2203068,-1.43E-01,,438.88485,0.00E+00,,714.56401,0.00E+00,,966.57459,-6.45E-02,,966.2203068,-5.14E-01,,966.22031,-1.76E-01,,966.574585,-2.60E-02,,966.574585,-3.27E-02,,955.9976807,0.00E+00,,966.2203068,-3.21E-01
,9.67E+02,9.06E-02,,9.67E+02,9.06E-02,,966.4625884,-9.83E-03,,438.96529,0.00E+00,,714.69115,0.00E+00,,966.81744,5.75E-02,,966.4625884,2.23E-01,,966.46259,2.29E-02,,966.8174438,-3.03E-03,,966.8174438,-3.81E-03,,956.2384033,0.00E+00,,966.4625884,1.73E-01
,9.67E+02,-5.26E-02,,9.67E+02,-5.26E-02,,966.7048753,-1.00E-01,,439.04572,0.00E+00,,714.81831,1.75E-02,,967.06036,-5.06E-02,,966.7048753,-5.67E-01,,966.70488,-1.62E-01,,967.0603638,2.62E-03,,967.0603638,3.30E-03,,956.479126,0.00E+00,,966.7048753,-2.90E-01
,9.67E+02,1.04E-01,,9.67E+02,1.04E-01,,966.9471674,6.65E-04,,439.12616,0.00E+00,,714.94548,0.00E+00,,967.30322,-3.64E-02,,966.9471674,-5.18E-05,,966.94717,9.10E-02,,967.3032227,3.62E-02,,967.3032227,4.55E-02,,956.7198486,0.00E+00,,966.9471674,1.73E-01
,9.68E+02,-1.64E-03,,9.68E+02,-1.64E-03,,967.1894647,-3.97E-02,,439.20660,0.00E+00,,715.07265,2.01E-02,,967.54614,-8.58E-02,,967.1894647,-5.40E-01,,967.18946,-1.01E-01,,967.5461426,-1.26E-02,,967.5461426,-1.58E-02,,956.9606323,0.00E+00,,967.1894647,-2.90E-01
,9.68E+02,2.04E-02,,9.68E+02,2.04E-02,,967.4317673,7.71E-02,,439.28704,0.00E+00,,715.19984,0.00E+00,,967.78906,-2.45E-02,,967.4317673,-3.14E-01,,967.43177,4.81E-02,,967.7890625,-1.22E-02,,967.7890625,-1.54E-02,,957.201355,0.00E+00,,967.4317673,1.93E-01
,9.68E+02,-8.74E-02,,9.68E+02,-8.74E-02,,967.6740751,-1.37E-01,,439.36748,0.00E+00,,715.32704,3.80E-02,,968.03192,-2.22E-02,,967.6740751,-6.59E-01,,967.67408,-1.46E-01,,968.0319214,-6.24E-02,,968.0319214,-7.85E-02,,957.4420776,0.00E+00,,967.6740751,-2.64E-01
,9.68E+02,-1.54E-04,,9.68E+02,-1.54E-04,,967.9163881,-1.79E-03,,439.44793,0.00E+00,,715.45426,0.00E+00,,968.27484,-1.15E-02,,967.9163881,-5.49E-02,,967.91639,4.32E-02,,968.2748413,1.15E-02,,968.2748413,1.44E-02,,957.6828613,0.00E+00,,967.9163881,1.09E-01
,9.69E+02,1.19E-02,,9.69E+02,1.19E-02,,968.1587064,6.78E-03,,439.52837,0.00E+00,,715.58148,4.81E-02,,968.51776,-5.23E-02,,968.1587064,-9.01E-01,,968.15871,-9.54E-02,,968.5177612,-3.06E-02,,968.5177612,-3.85E-02,,957.923645,0.00E+00,,968.1587064,-3.09E-01
,9.69E+02,5.05E-02,,9.69E+02,5.05E-02,,968.4010299,-3.12E-03,,439.60882,0.00E+00,,715.70871,0.00E+00,,968.76068,2.07E-02,,968.4010299,2.47E-01,,968.40103,-1.10E-03,,968.7606812,-1.54E-02,,968.7606812,-1.94E-02,,958.1643677,0.00E+00,,968.4010299,2.05E-01
,9.69E+02,-1.18E-02,,9.69E+02,-1.18E-02,,968.6433585,-8.60E-02,,439.68927,0.00E+00,,715.83596,3.14E-02,,969.00366,-4.71E-02,,968.6433585,-3.46E-01,,968.64336,-5.52E-02,,969.0036621,1.99E-02,,969.0036621,2.51E-02,,958.4051514,0.00E+00,,968.6433585,-3.43E-01
,9.69E+02,9.60E-03,,9.69E+02,9.60E-03,,968.8856924,5.56E-02,,439.76971,0.00E+00,,715.96322,0.00E+00,,969.24658,-1.35E-03,,968.8856924,3.74E-01,,968.88569,4.04E-02,,969.246582,3.16E-02,,969.246582,3.97E-02,,958.6459351,0.00E+00,,968.8856924,1.54E-01
,9.69E+02,-1.58E-02,,9.69E+02,-1.58E-02,,969.1280315,-1.24E-01,,439.85016,0.00E+00,,716.09049,2.49E-02,,969.48956,-2.41E-02,,969.1280315,-7.28E-01,,969.12803,-1.35E-01,,969.489563,-2.74E-02,,969.489563,-3.45E-02,,958.8867798,0.00E+00,,969.1280315,-2.57E-01
,9.70E+02,6.71E-03,,9.70E+02,6.71E-03,,969.3703758,1.14E-02,,439.93062,0.00E+00,,716.21777,0.00E+00,,969.73248,-9.30E-03,,969.3703758,9.66E-02,,969.37038,-7.86E-03,,969.7324829,1.36E-02,,969.7324829,1.71E-02,,959.1275635,0.00E+00,,969.3703758,1.74E-01
,9.70E+02,-4.18E-03,,9.70E+02,-4.18E-03,,969.6127253,-1.19E-01,,440.01107,0.00E+00,,716.34506,2.12E-02,,969.97546,-6.62E-02,,969.6127253,-5.95E-01,,969.61273,-6.26E-02,,969.9754639,-2.64E-02,,969.9754639,-3.31E-02,,959.3683472,0.00E+00,,969.6127253,-2.22E-01
,9.70E+02,4.41E-02,,9.70E+02,4.41E-02,,969.85508,-8.26E-02,,440.09152,0.00E+00,,716.47236,0.00E+00,,970.21844,-9.45E-03,,969.85508,4.22E-01,,969.85508,9.87E-03,,970.2184448,5.80E-03,,970.2184448,7.29E-03,,959.6091919,0.00E+00,,969.85508,1.33E-01
,9.70E+02,-1.67E-02,,9.70E+02,-1.67E-02,,970.0974399,-9.00E-02,,440.17198,0.00E+00,,716.59967,1.42E-02,,970.46143,-4.35E-02,,970.0974399,-6.90E-01,,970.09744,-1.11E-01,,970.4614258,-2.89E-02,,970.4614258,-3.63E-02,,959.8499756,0.00E+00,,970.0974399,-2.89E-01
,9.71E+02,3.85E-02,,9.71E+02,3.85E-02,,970.3398049,3.33E-02,,440.25244,0.00E+00,,716.727,0.00E+00,,970.70441,1.72E-02,,970.3398049,5.74E-01,,970.3398,6.87E-02,,970.7044067,4.40E-02,,970.7044067,5.53E-02,,960.0908203,0.00E+00,,970.3398049,1.46E-01
,9.71E+02,-4.32E-02,,9.71E+02,-4.32E-02,,970.5821752,-4.86E-02,,440.33289,0.00E+00,,716.85434,1.90E-02,,970.94739,-1.06E-01,,970.5821752,-4.72E-01,,970.58218,-7.88E-02,,970.9473877,-4.33E-02,,970.9473877,-5.45E-02,,960.331665,0.00E+00,,970.5821752,-3.22E-01
,9.71E+02,3.28E-02,,9.71E+02,3.28E-02,,970.8245506,1.87E-03,,440.41335,0.00E+00,,716.98168,0.00E+00,,971.19037,-5.60E-02,,970.8245506,-1.93E-01,,970.82455,5.16E-02,,971.1903687,-2.28E-02,,971.1903687,-2.87E-02,,960.5725098,0.00E+00,,970.8245506,1.47E-01
,9.71E+02,1.18E-02,,9.71E+02,1.18E-02,,971.0669312,-1.04E-01,,440.49381,0.00E+00,,717.10904,3.25E-02,,971.43335,-8.38E-02,,971.0669312,-5.70E-01,,971.06693,-1.49E-01,,971.4333496,1.71E-02,,971.4333496,2.15E-02,,960.8133545,0.00E+00,,971.0669312,-3.55E-01
,9.72E+02,8.99E-02,,9.72E+02,8.99E-02,,971.309317,-1.63E-02,,440.57428,0.00E+00,,717.23641,0.00E+00,,971.67639,1.34E-02,,971.309317,1.61E-01,,971.30932,4.79E-02,,971.6763916,4.89E-02,,971.6763916,6.15E-02,,961.0541992,0.00E+00,,971.309317,1.38E-01
,9.72E+02,1.27E-02,,9.72E+02,1.27E-02,,971.5517079,-6.26E-02,,440.65474,0.00E+00,,717.3638,3.50E-02,,971.91937,-6.32E-02,,971.5517079,-4.28E-01,,971.55171,-1.01E-01,,971.9193726,-7.63E-03,,971.9193726,-9.59E-03,,961.2950439,0.00E+00,,971.5517079,-3.09E-01
,9.72E+02,3.70E-02,,9.72E+02,3.70E-02,,971.794104,6.40E-02,,440.73520,0.00E+00,,717.49119,0.00E+00,,972.16241,1.05E-02,,971.794104,2.35E-02,,971.7941,3.34E-02,,972.1624146,4.61E-02,,972.1624146,5.79E-02,,961.5359497,0.00E+00,,971.794104,1.84E-01
,9.72E+02,-6.33E-02,,9.72E+02,-6.33E-02,,972.0365053,-9.30E-02,,440.81567,0.00E+00,,717.61859,2.45E-02,,972.40546,-1.08E-01,,972.0365053,-1.03E+00,,972.03651,-1.28E-01,,972.4054565,-7.38E-02,,972.4054565,-9.27E-02,,961.7767944,0.00E+00,,972.0365053,-3.50E-01
,9.73E+02,-6.83E-03,,9.73E+02,-6.83E-03,,972.2789117,9.89E-03,,440.89614,0.00E+00,,717.74601,0.00E+00,,972.64844,3.38E-02,,972.2789117,-4.58E-02,,972.27891,2.00E-02,,972.6484375,1.96E-02,,972.6484375,2.46E-02,,962.0177002,0.00E+00,,972.2789117,1.65E-01
,9.73E+02,-3.20E-03,,9.73E+02,-3.20E-03,,972.5213232,-9.11E-02,,440.97661,0.00E+00,,717.87344,3.10E-02,,972.89148,-1.32E-01,,972.5213232,-6.81E-01,,972.52132,-1.50E-01,,972.8914795,1.36E-02,,972.8914795,1.71E-02,,962.258606,0.00E+00,,972.5213232,-3.39E-01
,9.73E+02,4.71E-02,,9.73E+02,4.71E-02,,972.7637399,1.05E-02,,441.05708,0.00E+00,,718.00088,0.00E+00,,973.13458,4.24E-02,,972.7637399,3.05E-01,,972.76374,4.07E-02,,973.1345825,4.29E-02,,973.1345825,5.39E-02,,962.4995117,0.00E+00,,972.7637399,2.27E-01
,9.73E+02,6.08E-02,,9.73E+02,6.08E-02,,973.0061618,-1.33E-01,,441.13755,0.00E+00,,718.12833,3.14E-02,,973.37762,-1.16E-01,,973.0061618,-9.65E-01,,973.00616,-1.24E-01,,973.3776245,-3.95E-02,,973.3776245,-4.96E-02,,962.7404175,0.00E+00,,973.0061618,-2.73E-01
,9.74E+02,3.22E-02,,9.74E+02,3.22E-02,,973.2485887,-4.12E-02,,441.21802,0.00E+00,,718.25579,0.00E+00,,973.62067,-4.49E-03,,973.2485887,7.74E-02,,973.24859,3.66E-02,,973.6206665,1.82E-02,,973.6206665,2.29E-02,,962.9813232,0.00E+00,,973.2485887,1.42E-01
,9.74E+02,2.93E-02,,9.74E+02,2.93E-02,,973.4910208,-1.18E-01,,441.29850,0.00E+00,,718.38326,1.19E-02,,973.86371,-5.29E-02,,973.4910208,-4.57E-01,,973.49102,-1.41E-01,,973.8637085,-2.11E-02,,973.8637085,-2.65E-02,,963.222229,0.00E+00,,973.4910208,-3.53E-01
,9.74E+02,3.86E-02,,9.74E+02,3.86E-02,,973.7334581,1.14E-01,,441.37897,0.00E+00,,718.51075,0.00E+00,,974.10681,3.45E-02,,973.7334581,5.17E-01,,973.73346,9.91E-02,,974.1068115,4.47E-02,,974.1068115,5.62E-02,,963.4631348,0.00E+00,,973.7334581,1.85E-01
,9.74E+02,-2.57E-02,,9.74E+02,-2.57E-02,,973.9759005,-1.76E-02,,441.45945,0.00E+00,,718.63824,2.58E-02,,974.34985,-8.62E-02,,973.9759005,-8.53E-01,,973.9759,-8.72E-02,,974.3498535,7.57E-03,,974.3498535,9.52E-03,,963.7041016,0.00E+00,,973.9759005,-3.14E-01
,9.75E+02,2.95E-02,,9.75E+02,2.95E-02,,974.2183479,-7.71E-03,,441.53993,0.00E+00,,718.76575,0.00E+00,,974.59296,4.89E-02,,974.2183479,1.55E-01,,974.21835,-2.37E-02,,974.5929565,1.36E-02,,974.5929565,1.71E-02,,963.9450073,0.00E+00,,974.2183479,1.29E-01
,9.75E+02,-1.81E-03,,9.75E+02,-1.81E-03,,974.4608006,-2.11E-02,,441.62041,0.00E+00,,718.89327,2.19E-02,,974.83606,-4.30E-02,,974.4608006,-1.00E+00,,974.4608,-9.69E-02,,974.8360596,-3.80E-02,,974.8360596,-4.78E-02,,964.1859741,0.00E+00,,974.4608006,-3.08E-01
,9.75E+02,8.63E-02,,9.75E+02,8.63E-02,,974.7032583,-4.54E-04,,441.70089,0.00E+00,,719.0208,0.00E+00,,975.07916,-1.49E-03,,974.7032583,3.13E-01,,974.70326,4.93E-02,,975.0791626,1.75E-02,,975.0791626,2.20E-02,,964.4269409,0.00E+00,,974.7032583,1.72E-01
,9.75E+02,-6.60E-02,,9.75E+02,-6.60E-02,,974.9457211,-7.70E-02,,441.78137,0.00E+00,,719.14834,2.09E-02,,975.32227,-6.10E-02,,974.9457211,-8.75E-01,,974.94572,-1.77E-01,,975.3222656,1.61E-02,,975.3222656,2.02E-02,,964.6679077,0.00E+00,,974.9457211,-2.65E-01
,9.76E+02,4.95E-03,,9.76E+02,4.95E-03,,975.188189,4.32E-03,,441.86185,0.00E+00,,719.27589,0.00E+00,,975.56537,-9.46E-03,,975.188189,2.41E-02,,975.18819,4.84E-02,,975.5653687,-2.07E-02,,975.5653687,-2.60E-02,,964.9088745,0.00E+00,,975.188189,1.55E-01
,9.76E+02,-3.37E-02,,9.76E+02,-3.37E-02,,975.4306621,-9.01E-02,,441.94234,0.00E+00,,719.40346,4.11E-02,,975.80847,7.31E-03,,975.4306621,-9.31E-01,,975.43066,-9.23E-02,,975.8084717,-5.59E-04,,975.8084717,-7.02E-04,,965.1498413,0.00E+00,,975.4306621,-3.25E-01
,9.76E+02,7.62E-02,,9.76E+02,7.62E-02,,975.6731402,-6.82E-02,,442.02282,0.00E+00,,719.53104,0.00E+00,,976.05164,-3.81E-02,,975.6731402,-7.05E-02,,975.67314,1.31E-02,,976.0516357,5.80E-03,,976.0516357,7.29E-03,,965.3908081,0.00E+00,,975.6731402,1.64E-01
,9.76E+02,-7.00E-02,,9.76E+02,-7.00E-02,,975.9156235,-9.06E-03,,442.10331,0.00E+00,,719.65862,2.01E-02,,976.29474,-5.58E-02,,975.9156235,-7.97E-01,,975.91562,-1.10E-01,,976.2947388,-6.35E-02,,976.2947388,-7.98E-02,,965.6317749,0.00E+00,,975.9156235,-2.74E-01
,9.77E+02,7.88E-03,,9.77E+02,7.88E-03,,976.1581118,-1.27E-02,,442.18380,0.00E+00,,719.78622,0.00E+00,,976.53790,3.37E-02,,976.1581118,-1.10E-01,,976.15811,6.75E-02,,976.5379028,5.45E-03,,976.5379028,6.85E-03,,965.8728027,0.00E+00,,976.1581118,1.04E-01
,9.77E+02,1.46E-03,,9.77E+02,1.46E-03,,976.4006052,-6.32E-02,,442.26429,0.00E+00,,719.91383,2.28E-02,,976.78101,-1.26E-01,,976.4006052,-1.17E-01,,976.40061,-8.45E-02,,976.7810059,-2.57E-02,,976.7810059,-3.23E-02,,966.1137695,0.00E+00,,976.4006052,-2.92E-01
,9.77E+02,3.51E-02,,9.77E+02,3.51E-02,,976.6431037,-2.22E-02,,442.34478,0.00E+00,,720.04145,0.00E+00,,977.02417,3.44E-03,,976.6431037,1.47E-01,,976.6431,2.52E-02,,977.0241699,2.07E-02,,977.0241699,2.60E-02,,966.3547974,0.00E+00,,976.6431037,1.19E-01
,9.77E+02,1.01E-03,,9.77E+02,1.01E-03,,976.8856072,-4.43E-02,,442.42527,0.00E+00,,720.16909,3.16E-02,,977.26733,-6.89E-02,,976.8856072,-1.03E+00,,976.88561,-1.18E-01,,977.267334,-1.68E-02,,977.267334,-2.11E-02,,966.5958252,0.00E+00,,976.8856072,-4.13E-01
,9.78E+02,5.21E-02,,9.78E+02,5.21E-02,,977.1281159,2.05E-02,,442.50577,0.00E+00,,720.29673,0.00E+00,,977.51050,3.64E-03,,977.1281159,1.94E-01,,977.12812,2.69E-02,,977.510498,-7.99E-03,,977.510498,-1.00E-02,,966.836853,0.00E+00,,977.1281159,2.18E-01
,9.78E+02,-2.07E-03,,9.78E+02,-2.07E-03,,977.3706296,-1.24E-01,,442.58626,0.00E+00,,720.42439,4.02E-02,,977.75366,-1.02E-01,,977.3706296,-7.03E-01,,977.37063,-2.21E-01,,977.7536621,2.98E-03,,977.7536621,3.74E-03,,967.0778809,0.00E+00,,977.3706296,-3.69E-01
,9.78E+02,5.91E-02,,9.78E+02,5.91E-02,,977.6131484,-3.43E-02,,442.66676,0.00E+00,,720.55206,0.00E+00,,977.99683,-1.24E-02,,977.6131484,2.79E-01,,977.61315,1.87E-02,,977.9968262,-6.57E-03,,977.9968262,-8.26E-03,,967.3189087,0.00E+00,,977.6131484,2.10E-01
,9.78E+02,9.38E-03,,9.78E+02,9.38E-03,,977.8556722,-8.33E-02,,442.74726,0.00E+00,,720.67974,2.94E-02,,978.23999,-2.56E-02,,977.8556722,-7.92E-01,,977.85567,-1.21E-01,,978.2399902,-5.89E-02,,978.2399902,-7.40E-02,,967.5599365,0.00E+00,,977.8556722,-3.44E-01
,9.78E+02,4.80E-02,,9.78E+02,4.80E-02,,978.0982011,-1.97E-02,,442.82776,0.00E+00,,720.80743,0.00E+00,,978.48322,1.85E-02,,978.0982011,4.79E-01,,978.0982,-4.73E-03,,978.4832153,1.29E-02,,978.4832153,1.62E-02,,967.8010254,0.00E+00,,978.0982011,1.49E-01
,9.79E+02,5.46E-03,,9.79E+02,5.46E-03,,978.340735,-5.72E-02,,442.90826,0.00E+00,,720.93513,1.27E-02,,978.72638,1.39E-03,,978.340735,-9.91E-01,,978.34074,-1.27E-01,,978.7263794,-3.17E-02,,978.7263794,-3.98E-02,,968.0420532,0.00E+00,,978.340735,-3.08E-01
,9.79E+02,5.26E-02,,9.79E+02,5.26E-02,,978.583274,-3.34E-02,,442.98876,0.00E+00,,721.06284,0.00E+00,,978.96960,1.59E-02,,978.583274,-5.90E-02,,978.58327,1.89E-02,,978.9696045,4.08E-02,,978.9696045,5.13E-02,,968.2831421,0.00E+00,,978.583274,1.63E-01
,9.79E+02,-5.65E-02,,9.79E+02,-5.65E-02,,978.8258181,-1.25E-02,,443.06926,0.00E+00,,721.19057,1.12E-02,,979.21283,-3.60E-02,,978.8258181,-5.91E-01,,978.82582,-1.38E-01,,979.2128296,-5.75E-02,,979.2128296,-7.22E-02,,968.524231,0.00E+00,,978.8258181,-3.55E-01
,9.79E+02,3.74E-02,,9.79E+02,3.74E-02,,979.0683672,6.60E-02,,443.14977,0.00E+00,,721.3183,0.00E+00,,979.45599,-2.84E-02,,979.0683672,1.22E-01,,979.06837,4.77E-02,,979.4559937,1.08E-02,,979.4559937,1.35E-02,,968.7652588,0.00E+00,,979.0683672,1.48E-01
,9.80E+02,-3.22E-03,,9.80E+02,-3.22E-03,,979.3109213,-1.28E-01,,443.23027,0.00E+00,,721.44605,2.28E-02,,979.69922,-4.55E-02,,979.3109213,-9.29E-01,,979.31092,-1.56E-01,,979.6992188,1.25E-02,,979.6992188,1.57E-02,,969.0063477,0.00E+00,,979.3109213,-2.91E-01
,9.80E+02,6.52E-02,,9.80E+02,6.52E-02,,979.5534804,2.54E-02,,443.31078,0.00E+00,,721.57381,0.00E+00,,979.94244,-3.13E-02,,979.5534804,3.85E-01,,979.55348,7.29E-03,,979.9424438,7.57E-03,,979.9424438,9.51E-03,,969.2474365,0.00E+00,,979.5534804,2.20E-01
,9.80E+02,-2.61E-02,,9.80E+02,-2.61E-02,,979.7960446,-2.08E-02,,443.39129,0.00E+00,,721.70158,1.49E-02,,980.18567,-4.26E-02,,979.7960446,-7.92E-01,,979.79604,-1.24E-01,,980.1856689,-4.87E-02,,980.1856689,-6.11E-02,,969.4885864,0.00E+00,,979.7960446,-3.21E-01
,9.80E+02,7.83E-02,,9.80E+02,7.83E-02,,980.0386138,2.31E-02,,443.47180,0.00E+00,,721.82937,0.00E+00,,980.42896,-6.00E-04,,980.0386138,2.36E-01,,980.03861,8.04E-02,,980.4289551,2.70E-02,,980.4289551,3.40E-02,,969.7296753,0.00E+00,,980.0386138,1.60E-01
,9.81E+02,-2.00E-02,,9.81E+02,-2.00E-02,,980.2811881,-7.26E-02,,443.55231,0.00E+00,,721.95716,8.57E-03,,980.67218,-1.07E-01,,980.2811881,-4.57E-01,,980.28119,-1.55E-01,,980.6721802,1.25E-02,,980.6721802,1.57E-02,,969.9707642,0.00E+00,,980.2811881,-4.14E-01
,9.81E+02,-3.14E-03,,9.81E+02,-3.14E-03,,980.5237673,7.86E-03,,443.63282,0.00E+00,,722.08497,0.00E+00,,980.91541,1.67E-02,,980.5237673,-1.84E-01,,980.52377,1.18E-02,,980.9154053,1.75E-02,,980.9154053,2.20E-02,,970.2119141,0.00E+00,,980.5237673,2.38E-01
,9.81E+02,6.76E-03,,9.81E+02,6.76E-03,,980.7663516,-5.57E-02,,443.71334,0.00E+00,,722.21278,1.49E-02,,981.15869,-2.94E-02,,980.7663516,-5.63E-01,,980.76635,-8.32E-02,,981.1586914,-1.93E-02,,981.1586914,-2.43E-02,,970.4530029,0.00E+00,,980.7663516,-3.29E-01
,9.81E+02,2.28E-02,,9.81E+02,2.28E-02,,981.0089409,2.29E-02,,443.79385,0.00E+00,,722.34061,0.00E+00,,981.40198,-2.56E-02,,981.0089409,-2.98E-03,,981.00894,3.62E-02,,981.4019775,4.74E-03,,981.4019775,5.96E-03,,970.6941528,0.00E+00,,981.0089409,2.29E-01
,9.82E+02,-1.90E-02,,9.82E+02,-1.90E-02,,981.2515352,-5.25E-02,,443.87437,0.00E+00,,722.46845,4.13E-02,,981.64520,-9.05E-02,,981.2515352,-4.34E-01,,981.25154,-1.68E-01,,981.6452026,-4.16E-02,,981.6452026,-5.23E-02,,970.9353027,0.00E+00,,981.2515352,-3.37E-01
