LED Item #,M365L3,,,M365L3,,,M365LP1,,,M375L4,,,M385L2,,,M385L3,,,M385LP1,,,M395L4,,,M395L5,,,M395LP1,,,M405L4,,,M405LP1,
Min Output Power (mW),880,,,880,,,1350,,,1270,,,270,,,1240,,,1650,,,400,,,1130,,,1420,,,1000,,,1200,
Scaling Constant,7.31E+01,,,7.31E+01,,,1.01E+02,,,1.61E+02,,,2.15E+01,,,9.84E+01,,,1.23E+02,,,2.42E+01,,,7.15E+01,,,8.98E+01,,,6.24E+01,,,7.33E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,3.54E+02,5.37E-01,,3.54E+02,5.37E-01,,353.068435,1.20E+00,,233.39410,0.00E+00,,402.50585,1.13E+00,,353.65866,4.95E-02,,353.068435,2.22E-01,,353.06844,0.00E+00,,353.6586609,7.76E-02,,353.6586609,9.75E-02,,347.338623,6.80E-04,,353.068435,0.00E+00
,3.54E+02,4.69E-01,,3.54E+02,4.69E-01,,353.2826489,1.17E+00,,233.46689,0.00E+00,,402.61864,1.08E+00,,353.87314,-8.16E-03,,353.2826489,-4.16E-02,,353.28265,0.00E+00,,353.8731384,1.32E-02,,353.8731384,1.66E-02,,347.5532532,-5.36E-05,,353.2826489,0.00E+00
,3.54E+02,6.40E-01,,3.54E+02,6.40E-01,,353.4968786,1.38E+00,,233.53969,0.00E+00,,402.73144,9.94E-01,,354.08762,6.70E-02,,353.4968786,1.98E-01,,353.49688,0.00E+00,,354.087616,5.50E-02,,354.087616,6.91E-02,,347.7679138,5.08E-04,,353.4968786,0.00E+00
,3.54E+02,6.13E-01,,3.54E+02,6.13E-01,,353.7111242,1.17E+00,,233.61249,0.00E+00,,402.84423,1.02E+00,,354.30212,-4.07E-03,,353.7111242,2.35E-02,,353.71112,0.00E+00,,354.302124,6.16E-03,,354.302124,7.74E-03,,347.9825745,-5.79E-04,,353.7111242,0.00E+00
,3.55E+02,7.97E-01,,3.55E+02,7.97E-01,,353.9253856,1.43E+00,,233.68530,0.00E+00,,402.95702,9.49E-01,,354.51663,6.94E-02,,353.9253856,8.98E-02,,353.92539,0.00E+00,,354.5166321,8.29E-02,,354.5166321,1.04E-01,,348.1972351,5.39E-04,,353.9253856,0.00E+00
,3.55E+02,8.06E-01,,3.55E+02,8.06E-01,,354.1396629,1.71E+00,,233.75811,0.00E+00,,403.06982,9.51E-01,,354.73117,-7.39E-03,,354.1396629,2.41E-03,,354.13966,0.00E+00,,354.7311707,7.23E-02,,354.7311707,9.08E-02,,348.4119263,-3.25E-04,,354.1396629,0.00E+00
,3.55E+02,1.05E+00,,3.55E+02,1.05E+00,,354.353956,1.98E+00,,233.83093,0.00E+00,,403.18261,8.78E-01,,354.94571,1.22E-01,,354.353956,1.40E-01,,354.35396,0.00E+00,,354.9457092,9.10E-02,,354.9457092,1.14E-01,,348.6266174,2.22E-04,,354.353956,0.00E+00
,3.55E+02,1.11E+00,,3.55E+02,1.11E+00,,354.568265,1.96E+00,,233.90375,0.00E+00,,403.2954,8.55E-01,,355.16025,6.25E-02,,354.568265,-3.74E-02,,354.56827,0.00E+00,,355.1602478,1.29E-02,,355.1602478,1.62E-02,,348.8413086,-3.57E-04,,354.568265,0.00E+00
,3.55E+02,1.40E+00,,3.55E+02,1.40E+00,,354.7825898,2.24E+00,,233.97657,0.00E+00,,403.4082,7.77E-01,,355.37485,1.03E-01,,354.7825898,6.44E-02,,354.78259,0.00E+00,,355.3748474,2.60E-02,,355.3748474,3.26E-02,,349.0560303,2.65E-04,,354.7825898,0.00E+00
,3.56E+02,1.46E+00,,3.56E+02,1.46E+00,,354.9969305,2.48E+00,,234.04940,0.00E+00,,403.52099,7.87E-01,,355.58942,-2.58E-02,,354.9969305,1.28E-02,,354.99693,0.00E+00,,355.5894165,1.54E-02,,355.5894165,1.93E-02,,349.2707825,6.60E-05,,354.9969305,0.00E+00
,3.56E+02,1.75E+00,,3.56E+02,1.75E+00,,355.211287,2.71E+00,,234.12223,0.00E+00,,403.63378,7.26E-01,,355.80402,4.03E-02,,355.211287,1.79E-01,,355.21129,0.00E+00,,355.8040161,1.61E-02,,355.8040161,2.02E-02,,349.4855347,3.34E-04,,355.211287,0.00E+00
,3.56E+02,1.95E+00,,3.56E+02,1.95E+00,,355.4256593,2.84E+00,,234.19507,0.00E+00,,403.74657,6.79E-01,,356.01865,5.31E-02,,355.4256593,-5.21E-02,,355.42566,0.00E+00,,356.0186462,1.56E-03,,356.0186462,1.96E-03,,349.7002869,-1.98E-04,,355.4256593,0.00E+00
,3.56E+02,2.21E+00,,3.56E+02,2.21E+00,,355.6400474,3.10E+00,,234.26791,0.00E+00,,403.85936,6.68E-01,,356.23328,3.25E-02,,355.6400474,8.79E-02,,355.64005,0.00E+00,,356.2332764,3.16E-02,,356.2332764,3.97E-02,,349.9150391,4.75E-04,,355.6400474,0.00E+00
,3.56E+02,2.46E+00,,3.56E+02,2.46E+00,,355.8544513,3.44E+00,,234.34075,0.00E+00,,403.97215,6.64E-01,,356.44794,4.12E-02,,355.8544513,1.49E-02,,355.85445,0.00E+00,,356.447937,2.74E-02,,356.447937,3.44E-02,,350.1298218,-1.01E-04,,355.8544513,0.00E+00
,3.57E+02,2.82E+00,,3.57E+02,2.82E+00,,356.0688711,3.84E+00,,234.41360,0.00E+00,,404.08494,6.30E-01,,356.66260,6.29E-02,,356.0688711,2.82E-01,,356.06887,0.00E+00,,356.6625977,1.57E-02,,356.6625977,1.97E-02,,350.344635,4.70E-04,,356.0688711,0.00E+00
,3.57E+02,3.10E+00,,3.57E+02,3.10E+00,,356.2833066,4.01E+00,,234.48646,0.00E+00,,404.19773,5.94E-01,,356.87726,3.07E-02,,356.2833066,4.10E-02,,356.28331,0.00E+00,,356.8772583,3.66E-02,,356.8772583,4.60E-02,,350.5594482,-4.04E-04,,356.2833066,0.00E+00
,3.57E+02,3.51E+00,,3.57E+02,3.51E+00,,356.497758,4.24E+00,,234.55932,0.00E+00,,404.31052,5.95E-01,,357.09198,6.83E-02,,356.497758,1.18E-01,,356.49776,0.00E+00,,357.09198,2.88E-02,,357.09198,3.62E-02,,350.7742615,4.17E-04,,356.497758,0.00E+00
,3.57E+02,3.76E+00,,3.57E+02,3.76E+00,,356.7122252,4.68E+00,,234.63218,0.00E+00,,404.42331,5.61E-01,,357.30667,-8.03E-03,,356.7122252,4.49E-02,,356.71223,0.00E+00,,357.3066711,1.54E-02,,357.3066711,1.93E-02,,350.9891052,9.26E-06,,356.7122252,0.00E+00
,3.58E+02,4.28E+00,,3.58E+02,4.28E+00,,356.9267082,5.01E+00,,234.70505,0.00E+00,,404.53609,5.44E-01,,357.52139,1.10E-01,,356.9267082,1.24E-01,,356.92671,0.00E+00,,357.5213928,7.05E-02,,357.5213928,8.86E-02,,351.203949,5.98E-04,,356.9267082,0.00E+00
,3.58E+02,4.75E+00,,3.58E+02,4.75E+00,,357.1412069,5.51E+00,,234.77792,0.00E+00,,404.64888,5.22E-01,,357.73615,6.87E-03,,357.1412069,3.39E-02,,357.14121,0.00E+00,,357.736145,2.31E-02,,357.736145,2.91E-02,,351.4187927,-2.70E-04,,357.1412069,0.00E+00
,3.58E+02,5.18E+00,,3.58E+02,5.18E+00,,357.3557215,5.96E+00,,234.85080,0.00E+00,,404.76167,4.98E-01,,357.95090,1.10E-01,,357.3557215,1.85E-01,,357.35572,0.00E+00,,357.9508972,6.70E-02,,357.9508972,8.42E-02,,351.633667,3.14E-04,,357.3557215,0.00E+00
,3.58E+02,5.57E+00,,3.58E+02,5.57E+00,,357.5702518,6.46E+00,,234.92368,0.00E+00,,404.87445,5.44E-01,,358.16565,-2.97E-02,,357.5702518,-9.57E-03,,357.57025,0.00E+00,,358.1656494,2.77E-02,,358.1656494,3.48E-02,,351.8485718,-2.40E-04,,357.5702518,0.00E+00
,3.58E+02,6.24E+00,,3.58E+02,6.24E+00,,357.784798,7.08E+00,,234.99656,0.00E+00,,404.98724,4.27E-01,,358.38043,6.67E-02,,357.784798,1.76E-01,,357.7848,0.00E+00,,358.3804321,1.02E-01,,358.3804321,1.28E-01,,352.063446,4.30E-04,,357.784798,0.00E+00
,3.59E+02,6.79E+00,,3.59E+02,6.79E+00,,357.9993599,7.53E+00,,235.06945,0.00E+00,,405.10003,4.51E-01,,358.59525,6.59E-03,,357.9993599,2.93E-02,,357.99936,0.00E+00,,358.5952454,3.83E-02,,358.5952454,4.82E-02,,352.2783813,-2.38E-04,,357.9993599,0.00E+00
,3.59E+02,7.42E+00,,3.59E+02,7.42E+00,,358.2139375,8.25E+00,,235.14235,0.00E+00,,405.21281,4.27E-01,,358.81003,8.80E-02,,358.2139375,9.44E-02,,358.21394,0.00E+00,,358.8100281,9.84E-02,,358.8100281,1.24E-01,,352.4932861,4.46E-04,,358.2139375,0.00E+00
,3.59E+02,8.18E+00,,3.59E+02,8.18E+00,,358.428531,8.98E+00,,235.21524,0.00E+00,,405.3256,4.48E-01,,359.02487,2.81E-02,,358.428531,8.74E-02,,358.42853,0.00E+00,,359.0248718,4.47E-02,,359.0248718,5.62E-02,,352.7082214,-2.97E-05,,358.428531,0.00E+00
,3.59E+02,8.88E+00,,3.59E+02,8.88E+00,,358.6431402,9.89E+00,,235.28815,0.00E+00,,405.43838,4.44E-01,,359.23972,8.69E-02,,358.6431402,3.14E-01,,358.64314,0.00E+00,,359.2397156,4.89E-02,,359.2397156,6.15E-02,,352.9231567,4.08E-04,,358.6431402,0.00E+00
,3.59E+02,9.74E+00,,3.59E+02,9.74E+00,,358.8577652,1.05E+01,,235.36105,0.00E+00,,405.55116,4.06E-01,,359.45456,2.83E-02,,358.8577652,6.81E-02,,358.85777,0.00E+00,,359.4545593,6.03E-02,,359.4545593,7.57E-02,,353.1381226,-9.58E-05,,358.8577652,0.00E+00
,3.60E+02,1.09E+01,,3.60E+02,1.09E+01,,359.0724059,1.16E+01,,235.43397,0.00E+00,,405.66395,4.10E-01,,359.66943,6.69E-02,,359.0724059,3.06E-01,,359.07241,0.00E+00,,359.6694336,9.95E-02,,359.6694336,1.25E-01,,353.3530884,1.90E-04,,359.0724059,0.00E+00
,3.60E+02,1.17E+01,,3.60E+02,1.17E+01,,359.2870624,1.25E+01,,235.50688,0.00E+00,,405.77673,3.94E-01,,359.88431,6.14E-02,,359.2870624,1.16E-01,,359.28706,0.00E+00,,359.8843079,1.54E-02,,359.8843079,1.93E-02,,353.5680847,6.35E-05,,359.2870624,0.00E+00
,3.60E+02,1.29E+01,,3.60E+02,1.29E+01,,359.5017346,1.37E+01,,235.57980,0.00E+00,,405.88952,3.06E-01,,360.09921,7.17E-02,,359.5017346,2.47E-01,,359.50173,0.00E+00,,360.0992126,9.14E-02,,360.0992126,1.15E-01,,353.7830811,5.75E-04,,359.5017346,0.00E+00
,3.60E+02,1.41E+01,,3.60E+02,1.41E+01,,359.7164226,1.46E+01,,235.65272,0.00E+00,,406.0023,3.50E-01,,360.31415,5.99E-02,,359.7164226,7.05E-02,,359.71642,0.00E+00,,360.3141479,1.68E-02,,360.3141479,2.11E-02,,353.9981079,-2.31E-01,,359.7164226,0.00E+00
,3.61E+02,1.54E+01,,3.61E+02,1.54E+01,,359.9311263,1.61E+01,,235.72565,0.00E+00,,406.11508,3.88E-01,,360.52905,1.85E-01,,359.9311263,3.22E-01,,359.93113,0.00E+00,,360.5290527,6.10E-02,,360.5290527,7.66E-02,,354.2131042,2.95E-01,,359.9311263,0.00E+00
,3.61E+02,1.66E+01,,3.61E+02,1.66E+01,,360.1458458,1.74E+01,,235.79859,0.00E+00,,406.22786,3.44E-01,,360.74402,1.42E-01,,360.1458458,1.12E-01,,360.14585,0.00E+00,,360.7440186,3.48E-02,,360.7440186,4.37E-02,,354.4281616,9.10E-03,,360.1458458,0.00E+00
,3.61E+02,1.82E+01,,3.61E+02,1.82E+01,,360.360581,1.88E+01,,235.87152,0.00E+00,,406.34064,3.56E-01,,360.95895,1.30E-01,,360.360581,2.58E-01,,360.36058,0.00E+00,,360.9589539,9.49E-02,,360.9589539,1.19E-01,,354.6431885,1.33E-01,,360.360581,0.00E+00
,3.61E+02,1.99E+01,,3.61E+02,1.99E+01,,360.5753319,2.03E+01,,235.94447,0.00E+00,,406.45343,3.82E-01,,361.17395,5.06E-02,,360.5753319,1.58E-01,,360.57533,0.00E+00,,361.1739502,5.35E-02,,361.1739502,6.73E-02,,354.8582458,-8.35E-02,,360.5753319,0.00E+00
,3.61E+02,2.16E+01,,3.61E+02,2.16E+01,,360.7900986,2.19E+01,,236.01741,0.00E+00,,406.56621,3.03E-01,,361.38892,1.24E-01,,360.7900986,2.46E-01,,360.7901,0.00E+00,,361.388916,1.09E-01,,361.388916,1.37E-01,,355.0733337,1.59E-01,,360.7900986,0.00E+00
,3.62E+02,2.35E+01,,3.62E+02,2.35E+01,,361.004881,2.39E+01,,236.09036,0.00E+00,,406.67899,3.13E-01,,361.60394,8.28E-02,,361.004881,1.30E-01,,361.00488,0.00E+00,,361.6039429,-6.92E-03,,361.6039429,-8.69E-03,,355.2884216,1.27E-01,,361.004881,0.00E+00
,3.62E+02,2.58E+01,,3.62E+02,2.58E+01,,361.2196791,2.60E+01,,236.16332,0.00E+00,,406.79177,2.81E-01,,361.81894,1.54E-01,,361.2196791,3.27E-01,,361.21968,0.00E+00,,361.8189392,8.54E-02,,361.8189392,1.07E-01,,355.5035095,4.60E-01,,361.2196791,0.00E+00
,3.62E+02,2.81E+01,,3.62E+02,2.81E+01,,361.4344929,2.80E+01,,236.23628,0.00E+00,,406.90455,3.09E-01,,362.03397,6.92E-02,,361.4344929,1.06E-01,,361.43449,0.00E+00,,362.0339661,6.45E-02,,362.0339661,8.11E-02,,355.7186279,-1.33E-01,,361.4344929,0.00E+00
,3.62E+02,3.01E+01,,3.62E+02,3.01E+01,,361.6493224,3.03E+01,,236.30924,0.00E+00,,407.01733,2.29E-01,,362.24902,1.36E-01,,361.6493224,3.27E-01,,361.64932,0.00E+00,,362.2490234,8.47E-02,,362.2490234,1.06E-01,,355.9337463,2.43E-01,,361.6493224,0.00E+00
,3.62E+02,3.26E+01,,3.62E+02,3.26E+01,,361.8641676,3.26E+01,,236.38221,0.00E+00,,407.13011,2.83E-01,,362.46408,5.49E-02,,361.8641676,1.91E-01,,361.86417,0.00E+00,,362.4640808,5.32E-02,,362.4640808,6.68E-02,,356.1488953,-2.59E-01,,361.8641676,0.00E+00
,3.63E+02,3.54E+01,,3.63E+02,3.54E+01,,362.0790286,3.55E+01,,236.45518,0.00E+00,,407.24289,2.27E-01,,362.67917,1.67E-01,,362.0790286,4.12E-01,,362.07903,0.00E+00,,362.6791687,7.12E-02,,362.6791687,8.95E-02,,356.3640137,2.50E-01,,362.0790286,0.00E+00
,3.63E+02,3.81E+01,,3.63E+02,3.81E+01,,362.2939052,3.79E+01,,236.52815,0.00E+00,,407.35567,2.73E-01,,362.89426,7.90E-02,,362.2939052,1.77E-01,,362.29391,0.00E+00,,362.8942566,6.16E-03,,362.8942566,7.74E-03,,356.5791931,-1.89E-02,,362.2939052,0.00E+00
,3.63E+02,4.09E+01,,3.63E+02,4.09E+01,,362.5087975,4.09E+01,,236.60114,0.00E+00,,407.46844,2.04E-01,,363.10938,1.32E-01,,362.5087975,4.02E-01,,362.5088,0.00E+00,,363.109375,8.15E-02,,363.109375,1.02E-01,,356.7943726,2.58E-01,,362.5087975,0.00E+00
,3.63E+02,4.35E+01,,3.63E+02,4.35E+01,,362.7237055,4.38E+01,,236.67412,0.00E+00,,407.58122,2.54E-01,,363.32449,1.35E-01,,362.7237055,3.07E-01,,362.72371,0.00E+00,,363.3244934,8.55E-04,,363.3244934,1.07E-03,,357.009552,-2.35E-01,,362.7237055,0.00E+00
,3.64E+02,4.65E+01,,3.64E+02,4.65E+01,,362.9386292,4.72E+01,,236.74711,0.00E+00,,407.694,2.13E-01,,363.53961,1.56E-01,,362.9386292,4.46E-01,,362.93863,0.00E+00,,363.5396118,6.45E-02,,363.5396118,8.11E-02,,357.2247314,3.74E-01,,362.9386292,0.00E+00
,3.64E+02,4.99E+01,,3.64E+02,4.99E+01,,363.1535686,5.05E+01,,236.82010,0.00E+00,,407.80678,2.16E-01,,363.75476,1.43E-01,,363.1535686,4.25E-01,,363.15357,0.00E+00,,363.7547607,1.39E-02,,363.7547607,1.75E-02,,357.4399414,-2.38E-01,,363.1535686,0.00E+00
,3.64E+02,5.27E+01,,3.64E+02,5.27E+01,,363.3685237,5.42E+01,,236.89310,0.00E+00,,407.91955,1.72E-01,,363.96994,1.71E-01,,363.3685237,5.27E-01,,363.36852,0.00E+00,,363.9699402,1.01E-01,,363.9699402,1.27E-01,,357.6551819,3.61E-01,,363.3685237,0.00E+00
,3.64E+02,5.58E+01,,3.64E+02,5.58E+01,,363.5834944,5.78E+01,,236.96610,0.00E+00,,408.03233,2.01E-01,,364.18512,1.30E-01,,363.5834944,3.91E-01,,363.58349,0.00E+00,,364.1851196,3.66E-02,,364.1851196,4.60E-02,,357.8704224,-1.33E-01,,363.5834944,0.00E+00
,3.64E+02,5.86E+01,,3.64E+02,5.86E+01,,363.7984808,6.15E+01,,237.03911,0.00E+00,,408.14511,1.79E-01,,364.40030,1.68E-01,,363.7984808,6.25E-01,,363.79848,0.00E+00,,364.4002991,9.21E-02,,364.4002991,1.16E-01,,358.0856628,1.86E-01,,363.7984808,0.00E+00
,3.65E+02,6.08E+01,,3.65E+02,6.08E+01,,364.0134829,6.51E+01,,237.11212,0.00E+00,,408.25789,1.69E-01,,364.61551,1.34E-01,,364.0134829,4.90E-01,,364.01348,0.00E+00,,364.615509,5.11E-02,,364.615509,6.42E-02,,358.3009338,-6.65E-02,,364.0134829,0.00E+00
,3.65E+02,6.30E+01,,3.65E+02,6.30E+01,,364.2285006,6.86E+01,,237.18514,0.00E+00,,408.37066,1.06E-01,,364.83075,1.98E-01,,364.2285006,6.57E-01,,364.2285,2.68E-02,,364.8307495,7.37E-02,,364.8307495,9.26E-02,,358.5162048,1.51E-01,,364.2285006,0.00E+00
,3.65E+02,6.49E+01,,3.65E+02,6.49E+01,,364.443534,7.20E+01,,237.25816,0.00E+00,,408.48344,1.66E-01,,365.04596,1.50E-01,,364.443534,4.29E-01,,364.44353,-1.20E-02,,365.0459595,4.51E-02,,365.0459595,5.66E-02,,358.7314758,-5.39E-03,,364.443534,0.00E+00
,3.65E+02,6.68E+01,,3.65E+02,6.68E+01,,364.6585831,7.59E+01,,237.33118,0.00E+00,,408.59621,1.02E-01,,365.26123,2.21E-01,,364.6585831,6.92E-01,,364.65858,1.51E-02,,365.2612305,6.17E-02,,365.2612305,7.75E-02,,358.9467773,3.42E-01,,364.6585831,0.00E+00
,3.65E+02,6.88E+01,,3.65E+02,6.88E+01,,364.8736478,7.92E+01,,237.40421,0.00E+00,,408.70899,1.54E-01,,365.47650,1.99E-01,,364.8736478,5.15E-01,,364.87365,-3.63E-02,,365.4765015,5.28E-02,,365.4765015,6.64E-02,,359.1620789,-4.08E-02,,364.8736478,0.00E+00
,3.66E+02,7.00E+01,,3.66E+02,7.00E+01,,365.0887281,8.29E+01,,237.47724,0.00E+00,,408.82176,1.18E-01,,365.69177,3.19E-01,,365.0887281,8.52E-01,,365.08873,2.45E-02,,365.6917725,7.26E-02,,365.6917725,9.13E-02,,359.3774109,1.13E-01,,365.0887281,0.00E+00
,3.66E+02,7.10E+01,,3.66E+02,7.10E+01,,365.3038241,8.63E+01,,237.55028,0.00E+00,,408.93454,1.50E-01,,365.90707,2.20E-01,,365.3038241,6.97E-01,,365.30382,9.66E-03,,365.907074,3.23E-02,,365.907074,4.06E-02,,359.5927429,-8.57E-02,,365.3038241,0.00E+00
,3.66E+02,7.22E+01,,3.66E+02,7.22E+01,,365.5189357,8.93E+01,,237.62332,0.00E+00,,409.04731,6.32E-02,,366.12238,2.83E-01,,365.5189357,9.66E-01,,365.51894,1.20E-02,,366.1223755,5.25E-02,,366.1223755,6.59E-02,,359.808075,2.07E-01,,365.5189357,0.00E+00
,3.66E+02,7.26E+01,,3.66E+02,7.26E+01,,365.734063,9.18E+01,,237.69637,0.00E+00,,409.16009,1.04E-01,,366.33771,2.69E-01,,365.734063,8.38E-01,,365.73406,-1.62E-03,,366.3377075,1.78E-02,,366.3377075,2.24E-02,,360.0234375,4.32E-02,,365.734063,0.00E+00
,3.67E+02,7.31E+01,,3.67E+02,7.31E+01,,365.9492059,9.46E+01,,237.76942,0.00E+00,,409.27286,6.06E-02,,366.55304,3.11E-01,,365.9492059,9.18E-01,,365.94921,1.49E-02,,366.5530396,1.16E-01,,366.5530396,1.45E-01,,360.2388306,1.69E-01,,365.9492059,0.00E+00
,3.67E+02,7.27E+01,,3.67E+02,7.27E+01,,366.1643644,9.65E+01,,237.84247,0.00E+00,,409.38564,1.16E-01,,366.76840,2.64E-01,,366.1643644,9.16E-01,,366.16436,9.76E-03,,366.7684021,7.97E-02,,366.7684021,1.00E-01,,360.4541931,-8.26E-02,,366.1643644,0.00E+00
,3.67E+02,7.28E+01,,3.67E+02,7.28E+01,,366.3795385,9.81E+01,,237.91553,0.00E+00,,409.49841,5.93E-02,,366.98376,3.60E-01,,366.3795385,1.18E+00,,366.37954,2.22E-02,,366.9837646,1.27E-01,,366.9837646,1.60E-01,,360.6696167,2.49E-01,,366.3795385,0.00E+00
,3.67E+02,7.19E+01,,3.67E+02,7.19E+01,,366.5947283,9.94E+01,,237.98859,0.00E+00,,409.61118,1.04E-01,,367.19916,3.38E-01,,366.5947283,1.18E+00,,366.59473,5.00E-02,,367.1991577,5.85E-02,,367.1991577,7.35E-02,,360.8850098,-1.90E-02,,366.5947283,0.00E+00
,3.67E+02,7.14E+01,,3.67E+02,7.14E+01,,366.8099336,9.98E+01,,238.06166,0.00E+00,,409.72396,5.16E-02,,367.41455,4.31E-01,,366.8099336,1.31E+00,,366.80993,1.60E-03,,367.4145508,8.40E-02,,367.4145508,1.06E-01,,361.1004333,2.15E-01,,366.8099336,0.00E+00
,3.68E+02,7.00E+01,,3.68E+02,7.00E+01,,367.0251546,1.00E+02,,238.13473,0.00E+00,,409.83673,9.95E-02,,367.62997,3.25E-01,,367.0251546,1.17E+00,,367.02515,-1.22E-02,,367.6299744,2.91E-02,,367.6299744,3.66E-02,,361.3158569,-4.30E-02,,367.0251546,0.00E+00
,3.68E+02,6.92E+01,,3.68E+02,6.92E+01,,367.2403912,1.01E+02,,238.20781,0.00E+00,,409.9495,2.09E-02,,367.84540,4.69E-01,,367.2403912,1.45E+00,,367.24039,6.97E-03,,367.8453979,1.36E-01,,367.8453979,1.71E-01,,361.531311,2.09E-01,,367.2403912,0.00E+00
,3.68E+02,6.79E+01,,3.68E+02,6.79E+01,,367.4556434,1.00E+02,,238.28089,0.00E+00,,410.06228,8.62E-02,,368.06085,5.10E-01,,367.4556434,1.48E+00,,367.45564,1.67E-02,,368.0608521,7.16E-02,,368.0608521,8.99E-02,,361.7467651,-5.74E-02,,367.4556434,0.00E+00
,3.68E+02,6.68E+01,,3.68E+02,6.68E+01,,367.6709112,9.99E+01,,238.35397,0.00E+00,,410.17505,2.64E-02,,368.27631,5.45E-01,,367.6709112,1.68E+00,,367.67091,4.59E-02,,368.2763062,8.54E-02,,368.2763062,1.07E-01,,361.9622498,1.64E-01,,367.6709112,0.00E+00
,3.68E+02,6.46E+01,,3.68E+02,6.46E+01,,367.8861946,9.91E+01,,238.42706,0.00E+00,,410.28782,8.08E-02,,368.49176,5.63E-01,,367.8861946,1.64E+00,,367.88619,-7.69E-03,,368.4917603,3.76E-02,,368.4917603,4.73E-02,,362.1777344,4.17E-02,,367.8861946,0.00E+00
,3.69E+02,6.33E+01,,3.69E+02,6.33E+01,,368.1014936,9.81E+01,,238.50015,0.00E+00,,410.40059,3.70E-02,,368.70724,5.88E-01,,368.1014936,1.96E+00,,368.10149,4.37E-02,,368.7072449,1.30E-01,,368.7072449,1.63E-01,,362.393219,1.56E-01,,368.1014936,0.00E+00
,3.69E+02,6.12E+01,,3.69E+02,6.12E+01,,368.3168081,9.63E+01,,238.57325,0.00E+00,,410.51337,5.74E-02,,368.92276,6.26E-01,,368.3168081,1.82E+00,,368.31681,-3.85E-02,,368.92276,1.61E-02,,368.92276,2.02E-02,,362.6087341,-6.94E-02,,368.3168081,0.00E+00
,3.69E+02,5.89E+01,,3.69E+02,5.89E+01,,368.5321383,9.42E+01,,238.64635,0.00E+00,,410.62614,2.05E-02,,369.13828,7.49E-01,,368.5321383,2.18E+00,,368.53214,2.39E-02,,369.1382751,9.63E-02,,369.1382751,1.21E-01,,362.8242493,2.71E-01,,368.5321383,0.00E+00
,3.69E+02,5.69E+01,,3.69E+02,5.69E+01,,368.747484,9.16E+01,,238.71946,0.00E+00,,410.73891,6.19E-02,,369.35379,8.00E-01,,368.747484,2.09E+00,,368.74748,9.13E-03,,369.3537903,7.09E-02,,369.3537903,8.91E-02,,363.0397949,-9.61E-02,,368.747484,0.00E+00
,3.70E+02,5.47E+01,,3.70E+02,5.47E+01,,368.9628453,8.93E+01,,238.79257,0.00E+00,,410.85168,2.32E-02,,369.56934,8.60E-01,,368.9628453,2.43E+00,,368.96285,3.11E-02,,369.5693359,1.13E-01,,369.5693359,1.42E-01,,363.2553406,1.32E-01,,368.9628453,0.00E+00
,3.70E+02,5.28E+01,,3.70E+02,5.28E+01,,369.1782222,8.75E+01,,238.86568,0.00E+00,,410.96445,6.71E-02,,369.78491,7.93E-01,,369.1782222,2.47E+00,,369.17822,2.80E-02,,369.7849121,8.22E-02,,369.7849121,1.03E-01,,363.4709167,4.20E-02,,369.1782222,0.00E+00
,3.70E+02,5.13E+01,,3.70E+02,5.13E+01,,369.3936146,8.59E+01,,238.93880,0.00E+00,,411.07722,2.17E-02,,370.00049,9.53E-01,,369.3936146,2.81E+00,,369.39361,3.12E-02,,370.0004883,1.06E-01,,370.0004883,1.33E-01,,363.6864624,1.79E-01,,369.3936146,0.00E+00
,3.70E+02,4.93E+01,,3.70E+02,4.93E+01,,369.6090226,8.37E+01,,239.01192,0.00E+00,,411.19,7.22E-02,,370.21606,9.30E-01,,369.6090226,2.88E+00,,369.60902,2.09E-02,,370.2160645,6.45E-02,,370.2160645,8.11E-02,,363.9020691,-2.98E-02,,369.6090226,0.00E+00
,3.70E+02,4.78E+01,,3.70E+02,4.78E+01,,369.8244461,8.18E+01,,239.08505,0.00E+00,,411.30277,5.60E-03,,370.43167,9.75E-01,,369.8244461,3.13E+00,,369.82445,5.17E-02,,370.4316711,5.53E-02,,370.4316711,6.95E-02,,364.1176453,1.17E-01,,369.8244461,0.00E+00
,3.71E+02,4.57E+01,,3.71E+02,4.57E+01,,370.0398852,7.90E+01,,239.15818,0.00E+00,,411.41554,5.12E-02,,370.64731,1.06E+00,,370.0398852,3.19E+00,,370.03989,1.68E-03,,370.6473083,6.66E-02,,370.6473083,8.37E-02,,364.333252,-3.51E-02,,370.0398852,0.00E+00
,3.71E+02,4.36E+01,,3.71E+02,4.36E+01,,370.2553399,7.60E+01,,239.23132,0.00E+00,,411.52831,5.60E-03,,370.86292,1.10E+00,,370.2553399,3.53E+00,,370.25534,5.31E-02,,370.862915,9.28E-02,,370.862915,1.17E-01,,364.5488892,1.55E-01,,370.2553399,0.00E+00
